"Item #","Item Description",MSP,"Retail Price","Dealer Price","Sale Price","Sale Ends",Quantity,"UPC Code",Manufacturer,"Gun Type","Model Series",Caliber,Action,Capacity,Finish,Stock,Sights,"Barrel Length","Overall Length",Features
ACG-57046FRN,"GLK 43X 9MM 10RD CHRY BLK RAIL",$459.99,$669.99,$459.99,,,0,#850059793152#,"Apollo Custom|Glock","Pistol: Semi-Auto",43X,"9MM LUGER","Safe Action",10+1,"Cerakote Black","Cerakote Black Cherry","FT: White Dot RR: White Outline",3.41,6.50,"Apollo Custom Edition/ Front Rail"
ACG-57047FRN,"GLK 43X 9MM 10RD BLKCHRY SA RL",$459.99,$669.99,$459.99,,,0,#850059793169#,"Apollo Custom|Glock","Pistol: Semi-Auto",43X,"9MM LUGER","Safe Action",10+1,"Cerakote Satin ALuminum","Cerakote Black Cherry","FT: White Dot RR: White Outline",3.41,6.50,"Apollo Custom Edition/ Front Rail"
ACG-57072FRN,"GLK 43X 9MM 10R BLKCHRY GLD RL",$459.99,$669.99,$459.99,,,0,#850059793190#,"Apollo Custom|Glock","Pistol: Semi-Auto",43X,"9MM LUGER","Safe Action",10+1,"Cerakote Rose Gold","Cerakote Black Cherry","FT: White Dot RR: White Outline",3.41,6.50,"Apollo Custom Edition/ Front Rail"
ACG-57010FRN,"GLK 43X 9MM 10RD CGRY ESMKE RL",$459.99,$669.99,$459.99,,,0,#850059793145#,"Apollo Custom|Glock","Pistol: Semi-Auto",43X,"9MM LUGER","Safe Action",10+1,"Cerakote Elite Smoke","Cerakote Concrete Gray","FT: White Dot RR: White Outline",3.41,6.50,"Apollo Custom Edition/ Front Rail"
ACG-00863FRN,"GLK 43X 9MM 10RD DDE RAIL",$459.99,$669.99,$459.99,,,41,#850059793077#,"Apollo Custom|Glock","Pistol: Semi-Auto",43X,"9MM LUGER","Safe Action",10+1,"Cerakote Davidsons Dark Earth","Cerakote Davidsons Dark Earth","FT: White Dot RR: White Outline",3.41,6.50,"Apollo Custom Edition/ Front Rail"
ACG-00864FRN,"GLK 43X 9MM 10RD DDE BLK RAIL",$459.99,$669.99,$459.99,,,0,#850059793084#,"Apollo Custom|Glock","Pistol: Semi-Auto",43X,"9MM LUGER","Safe Action",10+1,"Cerakote Black","Cerakote Davidsons Dark Earth","FT: White Dot RR: White Outline",3.41,6.50,"Apollo Custom Edition/ Front Rail"
ACG-00862FRN,"GLK 43X 9MM 10RD DDE PATB RAIL",$459.99,$669.99,$459.99,,,17,#850059793060#,"Apollo Custom|Glock","Pistol: Semi-Auto",43X,"9MM LUGER","Safe Action",10+1,"Cerakote Patriot Brown","Cerakote Davidsons Dark Earth","FT: White Dot RR: White Outline",3.41,6.50,"Apollo Custom Edition/ Front Rail"
ACG-57005FRN,"GLK 43X 9MM 10RD GLD SLDE RAIL",$449.99,$649.99,$449.99,,,0,#850059793138#,"Apollo Custom|Glock","Pistol: Semi-Auto",43X,"9MM LUGER","Safe Action",10+1,"Cerakote Gold","Black Polymer","FT: White Dot RR: White Outline",3.41,6.50,"Apollo Custom Edition/ Front Rail"
ACG-00861FRN,"GLK 43X 9MM 10RD ORC BLK RAIL",$459.99,$669.99,$459.99,,,0,#850059793053#,"Apollo Custom|Glock","Pistol: Semi-Auto",43X,"9MM LUGER","Safe Action",10+1,"Cerakote Black","Cerakote Crushed Orchid","FT: White Dot RR: White Outline",3.41,6.50,"Apollo Custom Edition/ Front Rail"
ACG-57063FRN,"GLK 43X 9MM 10RD ORC SA RAIL",$459.99,$669.99,$459.99,,,0,#850059793176#,"Apollo Custom|Glock","Pistol: Semi-Auto",43X,"9MM LUGER","Safe Action",10+1,"Cerakote Satin Aluminum","Cerakote Crushed Orchid","FT: White Dot RR: White Outline",3.41,6.50,"Apollo Custom Edition/ Front Rail"
ACG-57049,"GLK 42 US 380 6RD FS SA BLK",$379.99,$524.99,$379.99,,,20,#850016570499#,"Apollo Custom|Glock","Pistol: Semi-Auto",42,"380 AUTO","Safe Action",6+1,"Shimmering Aluminum","Black Polymer","FT: White Dot RR: White Outline",3.25,5.98,"Shimmering Aluminum Slide/ Made in the USA"
ACG-57048,"GLK 42 US 380 6RD SA RG BLK",$379.99,$524.99,$379.99,,,0,#850016570482#,"Apollo Custom|Glock","Pistol: Semi-Auto",42,"380 AUTO","Safe Action",6+1,"Rose Gold","Black Polymer","FT: White Dot RR: White Outline",3.25,5.98,"Rose Gold Slide/ Made in the USA"
ACG-00870FRN,"GLK 43X 9MM 10RD PINK BLK RAIL",$459.99,$669.99,$459.99,,,0,#850059793121#,"Apollo Custom|Glock","Pistol: Semi-Auto",43X,"9MM LUGER","Safe Action",10+1,"Cerakote Black","Cerakote Pink Champagne","FT: White Dot RR: White Outline",3.41,6.50,"Apollo Custom Edition/ Front Rail"
ACG-00869FRN,"GLK 43X 9MM 10RD PINK SA RAIL",$459.99,$669.99,$459.99,,,0,#850059793114#,"Apollo Custom|Glock","Pistol: Semi-Auto",43X,"9MM LUGER","Safe Action",10+1,"Cerakote Satin Aluminum","Cerakote Pink Champagne","FT: White Dot RR: White Outline",3.41,6.50,"Apollo Custom Edition/ Front Rail"
ACG-00866FRN,"GLK 43X 9MM 10RD RBEG BLK RAIL",$459.99,$669.99,$459.99,,,0,#850059793107#,"Apollo Custom|Glock","Pistol: Semi-Auto",43X,"9MM LUGER","Safe Action",10+1,"Cerakote Black","Cerakote Robins Egg Blue","FT: White Dot RR: White Outline",3.41,6.50,"Apollo Custom Edition/ Front Rail"
ACG-00865FRN,"GLK 43X 9MM 10RD RBEG SA RAIL",$459.99,$669.99,$459.99,,,0,#850059793091#,"Apollo Custom|Glock","Pistol: Semi-Auto",43X,"9MM LUGER","Safe Action",10+1,"Cerakote Satin Aluminum","Cerakote Robins Egg Blue","FT: White Dot RR: White Outline",3.41,6.50,"Apollo Custom Edition/ Front Rail"
ACG-57078FRN,"GLK 43X 9MM 10 ST/STP BL/BK RL",$479.99,$629.99,$479.99,,,0,#850059793213#,"Apollo Custom|Glock","Pistol: Semi-Auto",43X,"9MM LUGER","Safe Action",10+1,"Cerakote NRA Blue/ Black","Matte Black","FT: White Dot RR: White Outline",3.41,6.50,"Apollo Custom Stars and Stripes Edition/ Front Rail"
ACG-57079FRN,"GLK 43X US 9MM 10R OLD GLRY RL",$549.99,$779.99,$549.99,,,0,#850059793220#,"Apollo Custom|Glock","Pistol: Semi-Auto",43X,"9MM LUGER","Safe Action",10+1,"Cerakote Flag/ Crim & Wht Frame/ Stars On Slide","Red & White Frame","FT: White Dot RR: White Outline",3.41,6.50,"Apollo Custom Stars and Stripes Edition/ Front Rail"
ACG-57076FRN,"GLK 43X 9MM 10 ST/STP GD/BK RL",$479.99,$629.99,$479.99,,,0,#850059793206#,"Apollo Custom|Glock","Pistol: Semi-Auto",43X,"9MM LUGER","Safe Action",10+1,"Cerakote Gold/ Black","Matte Black","FT: White Dot RR: White Outline",3.41,6.50,"Apollo Custom Stars and Stripes Edition"
ACG-57083,"GLK 45 9MM 17RD HNYCOMB BRN",$574.99,$849.99,$574.99,,,0,#850016570833#,"Apollo Custom|Glock","Pistol: Semi-Auto",45,"9MM LUGER","Safe Action",17+1,"Cerakote Barret Brown","Cerakote Barret Brown","FT: White Dot RR: White Outline",4.02,7.44,"Apollo Custom Edition"
ACG-79300,"GLK 45 9MM 17RD HNYCOMB REB",$574.99,$849.99,$574.99,,,0,#850059793008#,"Apollo Custom|Glock","Pistol: Semi-Auto",45,"9MM LUGER","Safe Action",17+1,"Cerakote Satin Aluminum","Cerakote Robbins Egg Blue","FT: White Dot RR: White Outline",4.02,7.44,"Apollo Custom Edition/ Satin Aluminum Slide"
ACG-57053,"GLK 45 9MM 17RD COPPER SLIDE",$529.99,$779.99,$529.99,,,0,#850016570536#,"Apollo Custom|Glock","Pistol: Semi-Auto",45,"9MM LUGER","Safe Action",17+1,"Cerakote Copper","Black Polymer","FT: White Dot RR: White Outline",4.02,7.44,"Apollo Custom Edition"
ACG-57036,"GLK 45 9MM 17RD SA SLIDE",$529.99,$779.99,$529.99,,,6,#850016570369#,"Apollo Custom|Glock","Pistol: Semi-Auto",45,"9MM LUGER","Safe Action",17+1,"Cerakote Satin Aluminum","Black Polymer","FT: White Dot RR: White Outline",4.02,7.44,"Apollo Custom Edition"
ACG-57058,"GLK 17G5 9MM 17RD ORC BLK",$489.99,$799.99,$489.99,$469.00,11/30/2024,38,#850016570581#,"Apollo Custom|Glock","Pistol: Semi-Auto",17,"9MM LUGER","Safe Action",17+1,"Cerakote Black","Cerakote Crushed Orchid","FT: White Dot RR: White Outline",4.49,7.32,"Apollo Custom Edition"
ACG-57059,"GLK 17G5 9MM 17RD ORC SA",$489.99,$799.99,$489.99,$469.00,11/30/2024,10,#850016570598#,"Apollo Custom|Glock","Pistol: Semi-Auto",17,"9MM LUGER","Safe Action",17+1,"Cerakote Satin Aluminum","Cerakote Crushed Orchid","FT: White Dot RR: White Outline",4.49,7.32,"Apollo Custom Edition"
ACG-57073,"GLK 19G5 9MM 15RD BLK CHRY SA",$529.99,$779.99,$529.99,$499.00,12/25/2030,19,#850016570734#,"Apollo Custom|Glock","Pistol: Semi-Auto",19,"9MM LUGER","Safe Action",15+1,"Cerakote Satin Aluminum","Cerakote Black Cherry","FT: White Dot RR: White Outline",4.02,6.85,"Apollo Custom Edition"
ACG-57074,"GLK 19G5 9MM 15RD BLK CHRY GLD",$529.99,$779.99,$529.99,$499.00,12/25/2030,13,#850016570741#,"Apollo Custom|Glock","Pistol: Semi-Auto",19,"9MM LUGER","Safe Action",15+1,"Cerakote Rose Gold","Cerakote Black Cherry","FT: White Dot RR: White Outline",4.02,6.85,"Apollo Custom Edition"
ACG-00849,"GLK 42 380 6RD PINK BLK",$419.99,$599.99,$419.99,$399.00,12/25/2030,14,#850386008493#,"Apollo Custom|Glock","Pistol: Semi-Auto",42,"380 AUTO","Safe Action",6+1,"Cerakote Black","Cerakote Pink Champagne","FT: White Dot RR: White Outline",3.25,5.98,"Apollo Custom Edition/ Made in the USA"
ACG-57070,"GLK 43X 9MM 10R THE ROSE RG SA",$489.99,$699.99,$489.99,$489.00,11/30/2024,99+,#850016570703#,"Apollo Custom|Glock","Pistol: Semi-Auto",43X,"9MM LUGER","Safe Action",10+1,"Cerakote Shimmering Aluminum","Cerakote Rose Gold/ Rose Engraved","FT: White Dot RR: White Outline",3.41,6.50,"Apollo Custom Edition/ Rose and Scroll Engraving"
ACG-57047,"GLK 43X 9MM 10RD BLK CHRY SA",$459.99,$669.99,$459.99,$449.00,11/30/2024,0,#850016570475#,"Apollo Custom|Glock","Pistol: Semi-Auto",43X,"9MM LUGER","Safe Action",10+1,"Cerakote Satin ALuminum","Cerakote Black Cherry","FT: White Dot RR: White Outline",3.41,6.50,"Apollo Custom Edition"
ACG-57005,"GLK 43X 9MM 10RD GOLD SLIDE",$449.99,$649.99,$449.99,$429.00,11/30/2024,0,#850016570055#,"Apollo Custom|Glock","Pistol: Semi-Auto",43X,"9MM LUGER","Safe Action",10+1,"Cerakote Gold","Black Polymer","FT: White Dot RR: White Outline",3.41,6.50,"Apollo Custom Edition"
ACG-57088,"GLK 43 9MM 6RD CPR TIGER",$449.99,$649.99,$449.99,$429.00,12/25/2030,13,#850016570888#,"Apollo Custom|Glock","Pistol: Semi-Auto",43,"9MM LUGER","Safe Action",6+1,"Cerakote Copper Tiger Stripe","Black Polymer","FT: White Dot RR: White Outline",3.41,6.26,"Apollo Custom Edition"
ACG-00866,"GLK 43X 9MM 10RD RBEG BLK",$459.99,$669.99,$459.99,$449.00,11/30/2024,0,#850386008660#,"Apollo Custom|Glock","Pistol: Semi-Auto",43X,"9MM LUGER","Safe Action",10+1,"Cerakote Black","Cerakote Robins Egg Blue","FT: White Dot RR: White Outline",3.41,6.50,"Apollo Custom Edition"
ACG-57071,"GLK 43X 9MM 10R STR STRP SS/BK",$479.99,$629.99,$479.99,$449.00,11/30/2024,0,#850016570710#,"Apollo Custom|Glock","Pistol: Semi-Auto",43X,"9MM LUGER","Safe Action",10+1,"Cerakote Satin Aluminum/ Black","Matte Black","FT: White Dot RR: White Outline",3.41,6.50,"Apollo Custom Stars and Stripes Edition"
ACG-57060,"GLK 45 9MM 17RD ORC BLK",$549.99,$799.99,$549.99,$489.00,11/30/2024,14,#850016570604#,"Apollo Custom|Glock","Pistol: Semi-Auto",45,"9MM LUGER","Safe Action",17+1,"Cerakote Black","Cerakote Crushed Orchid","FT: White Dot RR: White Outline",4.02,7.44,"Apollo Custom Edition"
ACG-57084,"GLK 45 9MM 17RD VIKING CROW",$589.99,$899.00,$589.99,,,0,#850016570840#,"Apollo Custom|Glock","Pistol: Semi-Auto",45,"9MM LUGER","Safe Action",17+1,"Cerakote Brunt Bronze","Cerakote Brunt Bronze","FT: White Dot RR: White Outline",4.02,7.44,"Apollo Custom Edition"
ACG-57085,"GLK 45 9MM 17RD NORDIC BB CON",$589.99,$899.00,$589.99,,,0,#850016570857#,"Apollo Custom|Glock","Pistol: Semi-Auto",45,"9MM LUGER","Safe Action",17+1,"Cerakote Brunt Bronze","Cerakote Brunt Bronze","FT: White Dot RR: White Outline",4.02,7.44,"Apollo Custom Edition"
56798,"ARM LI380 380 DA PST 8R",$218.99,$299.00,$218.99,,,0,#4806015567981#,Armscor,"Pistol: Semi-Auto",LI380,"380 AUTO","Double Action",8+1,"Matte Black","Black Polymer Grips","Integral With Slide",3.25,6,"Concealed Hammer"
54180,"ARM MAG TCM ROCK/BA 22T/9MM 17",$30.99,$44.99,$30.99,,,3,#812285021157#,Armscor,,,9MM|22TCM,,17,,,,,,"Fits M1911A2 Pistol and 22TCM Bolt Action Rifle"
38747,"ARM MAG 1911 FS 22TCM 10RD",$28.99,$39.99,$28.99,$26.99,11/30/2024,0,#812285021164#,Armscor,,,"22TCM|9MM LUGER",,10,,,,,,"Fits TCM TAC Ultra Combo/ TCM ROCK Ultra"
54180B,"ARM MAG TCM TAC HC 22T/9MM 17R",$34.99,$49.99,$34.99,$31.99,11/30/2024,2,#812285021331#,Armscor,,,9MM|22TCM,,17,,,,,,"Fits TCM TAC Ultra Hi Cap Combo"
OEMTCM225AFC,"ARM MAG TCM RIFLE 22TCM 5RD",$19.99,$34.99,$19.99,$18.49,11/30/2024,11,#812285021348#,Armscor,,,22TCM,,5,,,,,,"Fits 22TCM Rifles"
54169-ARM,"ARM MAG M1911-A1 45AP 8RD",$15.49,$24.99,$15.49,,,20,#4806015541691#,Armscor,,,"45 AUTO",,8,,,,,,"Fits Armscor Rock Island 1911A1"
54172,"ARM MAG M1911-A1 45AP 7RD",$15.99,$24.99,$15.99,$14.99,11/30/2024,22,#4806015541721#,Armscor,,,"45 AUTO",,7,,,,,,"Fits Armscor Rock Island 1911A1"
54171,"ARM MAG ROCK TAC ULTRA 45AP 14",$18.99,$29.99,$18.99,$17.99,11/30/2024,10,#4806015541714#,Armscor,,,"45 AUTO",,14,,,,,,"Fits Armscor Rock Island 1911A2 High Capacity Frame"
55089,"ARM MAG XT22 22LR 10RD",$18.99,$29.99,$18.99,$17.49,11/30/2024,5,#4806015550891#,Armscor,,,22LR,,10,,,,,,
10-777,"ARM MAG M1911-A1 10MM 8RD",$27.99,$39.99,$27.99,,,20,#812285021232#,Armscor,,,"10MM AUTO",,8,,,,,,"Fits Armscor Rock Island 1911"
OEMP164015B,"ARM MAG M1911-A2 40SW/10MM 16R",$28.99,$44.99,$28.99,$26.99,11/30/2024,20,#812285021270#,Armscor,,,40SW|10MM,,16,,,,,,"Fits Armscor Rock Island 1911"
380797,"ARM MAG BABY ROCK 380 7RD",$22.99,$29.99,$22.99,$20.99,11/30/2024,4,#812285021317#,Armscor,,,"380 AUTO",,7,,,,,,"Fits Baby Rock 1911"
STK10017,"ARM MAG STK100 9MM 17RD",$11.99,$19.99,$11.99,$10.99,11/30/2024,10,#812285026923#,Armscor,,STK,"9MM LUGER",,17,,,,,,"Fits Armscor STK100/ P80/ Shadow Systems & Glock"
42363,"ARM MAG VR SERIES 12GA 9RD",$24.99,$36.99,$24.99,,,0,#812285024226#,Armscor,,,"12 GAUGE",,9,,,,,,"Fits Armscor Rock Island VR60 / 80"
46050,"ARM MAG VR SERIES 12GA 5RD",$20.99,$29.99,$20.99,,,0,#812285023588#,Armscor,,,"12 GAUGE",,5,,,,,,"Fits Armscor Rock Island VR60"
42379,"ARM MAG VR SERIES 12GA 19R",$41.99,$69.99,$41.99,,,50,#812285024240#,Armscor,,,"12 GAUGE",,19,,,,,,"Fits Armscor Rock Island VR Series Shotguns"
51421,"ARM 1911 GI STD 45AP 5PRK 8RD",$399.99,$499.00,$399.99,,,0,#4806015514213#,"Armscor|Rock Island Armory","Pistol: Semi-Auto",1911|GI,"45 AUTO","Single Action",8+1,Parkerized,"Smooth Wood Grips",Fixed,5,8.5,"Series 70 Type Firing System"
51815,"ARM 1911A1 FSP 38SUP 5PRK 9RD",$405.99,$549.00,$405.99,,,0,#4806015518150#,"Armscor|Rock Island Armory","Pistol: Semi-Auto",1911|GI,"38 SUPER AUTO +P","Single Action",9+1,Parkerized,"Smooth Wood Grips",Fixed,5,8.5,"Series 70 Type Firing System"
51814,"ARM 1911A1 FSNP 38SUP 5N 10RD",$605.99,$845.00,$605.99,,,0,#4806015518143#,"Armscor|Rock Island Armory","Pistol: Semi-Auto",1911|GI,"38 SUPER AUTO +P","Single Action",10+1,Nickel,"Smooth Wood Grips",Fixed,5,8.5,"Series 70 Type Firing System"
56424,"ARM 1911 GI ENT 45AP 5PRK 8RD",$349.99,$408.00,$349.99,,,10,#4806015564249#,"Armscor|Rock Island Armory","Pistol: Semi-Auto",1911|GI,"45 AUTO","Single Action",8+1,Parkerized,Rubber,Fixed,5,8.5,"Series 70 Type Firing System"
51433,"ARM 1911A1 FS NICK 45AP 5 8RD",$592.99,$799.00,$592.99,,,0,#4806015514336#,"Armscor|Rock Island Armory","Pistol: Semi-Auto",1911|GI,"45 AUTO","Single Action",8+1,Nickel,"Smooth Wood Grips",Fixed,5,8.5,"Series 70 Type Firing System"
51473,"ARM 1911A1 FS 45AP 5PRK 8RD TB",$399.99,$549.00,$399.99,,,2,#4806015514732#,"Armscor|Rock Island Armory","Pistol: Semi-Auto",1911|GI,"45 AUTO","Single Action",8+1,Parkerized,"Smooth Wood Grips","FT: GI Type RR: GI Type",5.25,8.75,"Series 70 Type Firing System/ Threaded Barrel"
51615,"ARM 1911A1 FSP 9MM 5PRK 10RD",$389.99,$529.00,$389.99,,,5,#4806015516156#,"Armscor|Rock Island Armory","Pistol: Semi-Auto",1911|GI,"9MM LUGER","Single Action",10+1,Parkerized,"Polymer Grips",Fixed,5,8.5,"Series 70 Type Firing System"
56418,"ARM 1911A1 FS 45AP 5N 8RD",$546.99,$759.00,$546.99,,,0,#4806015564188#,"Armscor|Rock Island Armory","Pistol: Semi-Auto",1911|GI,"45 AUTO","Single Action",8+1,Nickel,"Faux Pearl Grips",Fixed,5,8.5,"Series 70 Type Firing System/ CA Compliant"
51417,"ARM 1911A1 MS 45AP PRK 8RD",$404.99,$549.00,$404.99,,,0,#4806015514176#,"Armscor|Rock Island Armory","Pistol: Semi-Auto",1911|GI,"45 AUTO","Single Action",8+1,Parkerized,"Smooth Wood Grips",Fixed,"4.25 Bull",7.5,"Series 70 Type Firing System/ Guide Rod"
51416,"ARM 1911A1 CSP 45AP 3.5PRK 7RD",$404.99,$549.00,$404.99,,,8,#4806015514169#,"Armscor|Rock Island Armory","Pistol: Semi-Auto",1911|GI,"45 AUTO","Single Action",7+1,Parkerized,"Smooth Wood Grips",Fixed,"3.5 Bull Barrel",7,"Series 70 Type Firing System/ Guide Rod"
51431,"ARM 1911A1FS ROCK 45AP 5PK 8RD",$429.99,$599.00,$429.99,$419.99,11/30/2024,35,#4806015514312#,"Armscor|Rock Island Armory","Pistol: Semi-Auto",1911|ROCK,"45 AUTO","Single Action",8+1,Parkerized,"Checkered Black Rubber and Wood Grips Included","FT: Dovetail Ramp RR: Snag Free",5,8.5,"Series 70 Type Firing System/ Two Sets of Grips"
51429,"ARM 1911A1CS TAC 45AP 3.5 PRK",$444.99,$599.00,$444.99,,,3,#4806015514299#,"Armscor|Rock Island Armory","Pistol: Semi-Auto",1911|ROCK,"45 AUTO","Single Action",7+1,Parkerized,"Black Rubber/ Checkered","FT: Dovetail Ramp RR: Snag Free","3.5 Bull",7,"Series 70 Type Firing System/ Guide Rod"
51447,"ARM 1911A1FS TAC 45AP 5DUO 8RD",$483.99,$659.00,$483.99,,,4,#4806015514473#,"Armscor|Rock Island Armory","Pistol: Semi-Auto",1911|ROCK,"45 AUTO","Single Action",8+1,"Parkerized Slide/ Matte Nickel Frame","Checkered Black Rubber","FT: Dovetail Ramp RR: Snag Free",5,8.5,"Series 70 Type Firing System"
51486,"ARM 1911A1FS TACII 45AP 5PRK",$527.99,$719.00,$527.99,,,2,#4806015514862#,"Armscor|Rock Island Armory","Pistol: Semi-Auto",1911|ROCK,"45 AUTO","Single Action",8+1,Parkerized,"G10 Grips","FT: Fiber Optic RR: Tactical Style Adjustable",5,8.5,"Series 70 Type Firing System/ Guide Rod"
51487,"ARM 1911A1MS TACII 45AP 4PRK",$534.99,$729.00,$534.99,,,4,#4806015514879#,"Armscor|Rock Island Armory","Pistol: Semi-Auto",1911|ROCK,"45 AUTO","Single Action",8+1,Parkerized,"G10 Grips","FT: Fiber Optic RR: Tactical Style Adjustable",4,7.5,"Series 70 Type Firing System/ Guide Rod/ Bull BBL"
51479,"ARM 1911A1CS TACII 45AP 3.5P",$534.99,$729.00,$534.99,,,2,#4806015514794#,"Armscor|Rock Island Armory","Pistol: Semi-Auto",1911|ROCK,"45 AUTO","Single Action",7+1,Parkerized,"G10 Grips","FT: Fiber Optic RR: Tactical Style Adjustable",3.5,7.3,"Series 70 Type Firing System/ Guide Rod/ Bull BBL"
51623,"ARM 1911A1FS TACII 9MM 5PRK",$527.99,$719.00,$527.99,,,9,#4806015516231#,"Armscor|Rock Island Armory","Pistol: Semi-Auto",1911|ROCK,"9MM LUGER","Single Action",9+1,Parkerized,"G10 Grips","FT: Fiber Optic RR: Tactical Style Adjustable",5,8.5,"Series 70 Type Firing System/ Guide Rod"
51991,"ARM 1911A1FS TACII 10MM 5PRK",$544.99,$749.00,$544.99,,,3,#4806015519911#,"Armscor|Rock Island Armory","Pistol: Semi-Auto",1911|ROCK,"10MM AUTO","Single Action",8+1,Parkerized,"G10 Grips","FT: Fiber Optic RR: Tactical Style Adjustable",5,8.5,"Series 70 Type Firing System/ Guide Rod"
51632,"ARM 1911A1FS TAC 9MM 5PRK 9RD",$439.99,$599.00,$439.99,,,4,#4806015516323#,"Armscor|Rock Island Armory","Pistol: Semi-Auto",1911|ROCK,"9MM LUGER","Single Action",9+1,Parkerized,"Black Rubber/ Checkered","FT: Dovetail Ramp RR: Snag Free",5,8.5,"Series 70 Type Firing System"
56419,"ARM 1911ROCK FS CERA 45AP 8RD",$549.99,$759.00,$549.99,,,0,#4806015564195#,"Armscor|Rock Island Armory","Pistol: Semi-Auto",1911|ROCK,"45 AUTO","Single Action",8+1,"Cerakote Gun Metal Gray","G10 Black & Gray","FT: Dovetail Ramp RR: Fixed Snag Free",5,8.5625,"Front & Rear Slide Serrations/ CA Compliant"
51414-ARM,"ARM 1911ROCK FS 45AP 5SS 8RD",$569.99,$799.00,$569.99,,,3,#4806015514145#,"Armscor|Rock Island Armory","Pistol: Semi-Auto",1911|ROCK,"45 AUTO","Single Action",8+1,"Stainless Steel","Double Diamond Checkered Wood Grips","FT: Dovetail Ramp RR: Snag Free",5,8.5,"Series 70 Type Firing System/ CA Compliant"
56828,"ARM 1911ROCK FS 9MM 5SS 10RD",$579.99,$769.00,$579.99,,,2,#4806015568285#,"Armscor|Rock Island Armory","Pistol: Semi-Auto",1911|ROCK,"9MM LUGER","Single Action",10+1,"Stainless Steel","Double Diamond Checkered Wood Grips","FT: Dovetail Ramp RR: Snag Free",5,8.5,"Series 70 Type Firing System"
51912,"ARM 1911A1 380 PST PRK 7RD",$291.99,$399.00,$291.99,,,16,#4806015519126#,"Armscor|Rock Island Armory","Pistol: Semi-Auto",1911|GI|ROCK|BBR,"380 AUTO","Single Action",7+1,Parkerized,"Black Synthetic Grips","FT: Dovetailed Ramp RR: Snag Free Style",3.75,6.625,"Combat Hammer/ Skeletonized Trigger"
51484,"ARM 1911A1FS RAIL 45AP 5PK FS",$499.99,$699.00,$499.99,,,3,#4806015514848#,"Armscor|Rock Island Armory","Pistol: Semi-Auto",1911|TAC,"45 AUTO","Single Action",8+1,Parkerized,"Black Rubber/ Checkered","FT: Dovetail Ramp RR: Snag Free",5,8.5,"Series 70 Type Firing System/ Guide Rod"
51485,"ARM 1911A1FS RAIL 45AP 5PK AS",$559.99,$799.00,$559.99,,,4,#4806015514855#,"Armscor|Rock Island Armory","Pistol: Semi-Auto",1911|TAC,"45 AUTO","Single Action",8+1,Parkerized,"G10 Grips","FT: Fiber Optic RR: Snag Free Adjustable",5,8.5,"Series 70 Type Firing System/ Guide Rod"
51470,"ARM 1911A1CSRAIL 45AP 3.5PK 7R",$579.99,$800.00,$579.99,,,0,#4806015514701#,"Armscor|Rock Island Armory","Pistol: Semi-Auto",1911|TAC,"45 AUTO","Single Action",7+1,Parkerized,"G10 Grips","FT: Fiber Optic RR: Tactical Style Adjustable",3.5,7.3,"Series 70 Type Firing System/ Full Length Guide Rod"
51914,"ARM 1911A1FS RAIL 10MM 5PK AS",$609.99,$839.00,$609.99,,,2,#4806015519140#,"Armscor|Rock Island Armory","Pistol: Semi-Auto",1911|TAC,"10MM AUTO","Single Action",8+1,Parkerized,"G10 Grips","FT: Fiber Optic RR: Snag Free Adjustable",5,8.5,"Series 70 Type Firing System/ Guide Rod"
51994,"ARM 1911A1MS RAIL 10MM 4.25PK",$619.99,$849.00,$619.99,,,7,#4806015519942#,"Armscor|Rock Island Armory","Pistol: Semi-Auto",1911|TAC,"10MM AUTO","Single Action",8+1,Parkerized,"G10 Grips","FT: Fiber Optic RR: Snag Free Adjustable",4.25,8,"Series 70 Type Firing System/ Guide Rod/ Bull BBL"
51453-ARM,"ARM 1911A2 FSP 45AP 5PRK 10RD",$456.99,$649.00,$456.99,,,4,#4806015514534#,"Armscor|Rock Island Armory","Pistol: Semi-Auto",1911|GI,"45 AUTO","Single Action",10+1,Parkerized,,Fixed,5,8.5,"Series 70 Type Firing System"
56879,"ARM M1911-22TCM STD 22T 17RD",$579.99,$789.00,$579.99,,,3,#4806015568797#,"Armscor|Rock Island Armory","Pistol: Semi-Auto",1911A2|TCM,22TCM,"Single Action",17+1,Parkerized,"Black Rubber Grips","FT: Dovetail Ramp Fiber Optic RR: Adjustable",5,8.5,"Series 70 Type Firing System"
56878,"ARM M1911-22TCM MS 22T 17RD",$589.99,$789.00,$589.99,,,0,#4806015568780#,"Armscor|Rock Island Armory","Pistol: Semi-Auto",1911A2|TCM,22TCM,"Single Action",17+1,Parkerized,"Black Synthetic Grips","FT: Dovetail Ramp Fiber Optic RR: Adjustable",4.2,7.9,"Series 70 Type Firing System"
51434,"ARM 1911A1 MATCH 45AP 5PRK 8RD",$619.99,$859.00,$619.99,,,3,#4806015514343#,"Armscor|Rock Island Armory","Pistol: Semi-Auto",1911|PRO,"45 AUTO","Single Action",8+1,Parkerized,"Wood Grips","FT: Fiber Optic RR: LPA Adjustable",5,8.5,"Series 70 Type Firing System"
56626,"ARM 1911 GI ENT 9MM 5PRK 10RD",$349.99,$423.00,$349.99,$339.99,11/30/2024,17,#4806015566267#,"Armscor|Rock Island Armory","Pistol: Semi-Auto",M1911,"9MM LUGER","Single Action",10+1,Parkerized,"Rubber Grips",Fixed,5,8.5,"Series 70 Type Firing System"
